source,target,word_count,sentiment
Mrs. Gardiner,Elizabeth,7,0.0
Mrs. Gardiner,Mr. Gardiner,7,0.0
Elizabeth,Mrs. Gardiner,110,-0.3702
Elizabeth,Mr. Gardiner,110,-0.3702
Mrs. Gardiner,Elizabeth,21,0.323
Mrs. Gardiner,Mr. Gardiner,21,0.323
Elizabeth,Mrs. Gardiner,157,-0.75
Elizabeth,Mr. Gardiner,157,-0.75
Mrs. Gardiner,Elizabeth,20,0.1779
Mrs. Gardiner,Mr. Gardiner,20,0.1779
Elizabeth,Mrs. Gardiner,116,0.8847
Elizabeth,Mr. Gardiner,116,0.8847
Jane,Elizabeth,17,0.872
Elizabeth,Jane,5,0.0
Jane,Elizabeth,10,0.4019
Elizabeth,Jane,7,0.0
Jane,Elizabeth,51,0.6486
Elizabeth,Jane,9,0.0
Jane,Elizabeth,41,0.9592
Elizabeth,Jane,14,0.0
Mrs. Bennet,Elizabeth,164,-0.686
Mrs. Bennet,Mrs. Gardiner,164,-0.686
Mrs. Bennet,Jane,164,-0.686
Mrs. Bennet,Mr. Gardiner,164,-0.686
Mr. Gardiner,Elizabeth,110,-0.804
Mr. Gardiner,Mrs. Bennet,110,-0.804
Mr. Gardiner,Mrs. Gardiner,110,-0.804
Mrs. Bennet,Elizabeth,170,0.1853
Mrs. Bennet,Mrs. Gardiner,170,0.1853
Mrs. Bennet,Jane,170,0.1853
Mrs. Bennet,Mr. Gardiner,170,0.1853
Mary,Elizabeth,35,-0.2838
Mary,Elizabeth,60,-0.4633
Elizabeth,Jane,44,-0.8079
Jane,Elizabeth,72,-0.664
Elizabeth,Jane,24,0.5007
Jane,Elizabeth,46,-0.431
Elizabeth,Jane,20,0.0516
Jane,Elizabeth,101,0.9263
Elizabeth,Jane,7,0.0
Jane,Elizabeth,4,-0.296
Elizabeth,Jane,17,-0.4871
Jane,Elizabeth,49,0.3651
Elizabeth,Jane,20,0.0
Jane,Elizabeth,30,0.4019
Elizabeth,Jane,12,0.0
Jane,Elizabeth,9,0.0
Elizabeth,Jane,57,-0.8679
Jane,Elizabeth,30,-0.8065
Elizabeth,Jane,22,0.0
Jane,Elizabeth,62,-0.8702
Elizabeth,Jane,32,-0.1546
Jane,Elizabeth,117,0.9815
Elizabeth,Jane,42,0.8847
Jane,Elizabeth,162,-0.0772
Mr. Bennet,Elizabeth,21,-0.3071
Mr. Bennet,Kitty,21,-0.3071
Elizabeth,Mr. Bennet,8,0.2924
Elizabeth,Kitty,8,0.2924
Mr. Bennet,Elizabeth,50,-0.7712
Mr. Bennet,Kitty,50,-0.7712
Elizabeth,Mr. Bennet,8,0.0
Elizabeth,Kitty,8,0.0
Mr. Bennet,Elizabeth,9,0.6642
Mr. Bennet,Kitty,9,0.6642
Kitty,Elizabeth,9,0.0772
Kitty,Mr. Bennet,9,0.0772
Mr. Bennet,Elizabeth,14,0.5719
Mr. Bennet,Kitty,14,0.5719
Mr. Bennet,Elizabeth,25,0.128
Mr. Bennet,Kitty,25,0.128
Mr. Bennet,Elizabeth,52,0.3382
Mr. Bennet,Kitty,52,0.3382
Mr. Bennet,Jane,52,0.3382
Kitty,Elizabeth,21,0.4404
Kitty,Jane,21,0.4404
Kitty,Mr. Bennet,21,0.4404
Mr. Bennet,Elizabeth,91,-0.7956
Mr. Bennet,Kitty,91,-0.7956
Mr. Bennet,Jane,91,-0.7956
Mr. Bennet,Elizabeth,30,0.8142
Mr. Bennet,Kitty,30,0.8142
Mr. Bennet,Jane,30,0.8142
Mrs. Hill,Elizabeth,31,0.9273
Mrs. Hill,Jane,31,0.9273
Jane,Elizabeth,11,0.0
Jane,Mrs. Hill,11,0.0
Mrs. Hill,Elizabeth,28,0.3818
Mrs. Hill,Jane,28,0.3818
Butler,Elizabeth,15,0.0
Butler,Jane,15,0.0
Elizabeth,Jane,12,0.0
Elizabeth,Mr. Bennet,12,0.0
Mr. Bennet,Elizabeth,10,0.4019
Mr. Bennet,Jane,10,0.4019
Elizabeth,Jane,10,0.2168
Elizabeth,Mr. Bennet,10,0.2168
Mr. Bennet,Elizabeth,16,0.6369
Mr. Bennet,Jane,16,0.6369
Mr. Bennet,Elizabeth,12,0.0
Mr. Bennet,Jane,12,0.0
Jane,Elizabeth,10,0.4389
Jane,Mr. Bennet,10,0.4389
Elizabeth,Jane,12,0.0
Elizabeth,Mr. Bennet,12,0.0
Jane,Elizabeth,17,0.8329
Jane,Mr. Bennet,17,0.8329
Elizabeth,Jane,6,0.0
Elizabeth,Mr. Bennet,6,0.0
Mr. Bennet,Elizabeth,7,-0.1531
Mr. Bennet,Jane,7,-0.1531
Elizabeth,Jane,19,0.5707
Elizabeth,Mr. Bennet,19,0.5707
Jane,Elizabeth,11,-0.6486
Jane,Mr. Bennet,11,-0.6486
Mr. Bennet,Elizabeth,10,-0.2023
Mr. Bennet,Jane,10,-0.2023
Elizabeth,Jane,13,0.0
Elizabeth,Mr. Bennet,13,0.0
Mr. Bennet,Elizabeth,11,-0.5255
Mr. Bennet,Jane,11,-0.5255
Elizabeth,Jane,10,0.0
Elizabeth,Mr. Bennet,10,0.0
Mr. Bennet,Elizabeth,47,0.3716
Mr. Bennet,Jane,47,0.3716
Jane,Elizabeth,8,0.0
Jane,Mr. Bennet,8,0.0
Mr. Bennet,Elizabeth,29,-0.296
Mr. Bennet,Jane,29,-0.296
Elizabeth,Jane,47,0.811
Elizabeth,Mr. Bennet,47,0.811
Mr. Bennet,Elizabeth,33,-0.8408
Mr. Bennet,Jane,33,-0.8408
Elizabeth,Jane,14,0.3786
Elizabeth,Mr. Bennet,14,0.3786
Elizabeth,Jane,43,0.8614
Jane,Elizabeth,64,0.8957
Elizabeth,Jane,114,0.9552
Jane,Elizabeth,73,0.8979
Elizabeth,Jane,23,-0.5719
Mr. Bennet,Elizabeth,4,0.3182
Mr. Bennet,Jane,4,0.3182
Elizabeth,Jane,10,0.0
Elizabeth,Mr. Bennet,10,0.0
Mr. Bennet,Elizabeth,7,0.3612
Mr. Bennet,Jane,7,0.3612
Mrs. Bennet,Mary,112,0.9778
Mrs. Bennet,Elizabeth,112,0.9778
Mrs. Bennet,Kitty,112,0.9778
Mrs. Bennet,Jane,112,0.9778
Jane,Mary,28,0.9095
Jane,Elizabeth,28,0.9095
Jane,Mrs. Bennet,28,0.9095
Jane,Kitty,28,0.9095
Mrs. Bennet,Mary,124,0.96
Mrs. Bennet,Elizabeth,124,0.96
Mrs. Bennet,Kitty,124,0.96
Mrs. Bennet,Jane,124,0.96
Mrs. Bennet,Mary,100,0.9724
Mrs. Bennet,Elizabeth,100,0.9724
Mrs. Bennet,Mrs. Hill,100,0.9724
Mrs. Bennet,Kitty,100,0.9724
Mrs. Bennet,Jane,100,0.9724
Mrs. Bennet,Mr. Bennet,46,-0.3802
Mr. Bennet,Mrs. Bennet,47,-0.4023
Lydia,Mary,63,0.9667
Lydia,Elizabeth,63,0.9667
Lydia,Mrs. Bennet,63,0.9667
Lydia,Kitty,63,0.9667
Lydia,Mr. Bennet,63,0.9667
Lydia,George Wickham,63,0.9667
Lydia,Mary,76,0.9036
Lydia,Elizabeth,76,0.9036
Lydia,Mrs. Bennet,76,0.9036
Lydia,Kitty,76,0.9036
Lydia,Mr. Bennet,76,0.9036
Lydia,George Wickham,76,0.9036
Lydia,Mary,18,-0.3595
Lydia,Elizabeth,18,-0.3595
Lydia,Mrs. Bennet,18,-0.3595
Lydia,Kitty,18,-0.3595
Lydia,Mr. Bennet,18,-0.3595
Lydia,George Wickham,18,-0.3595
Lydia,Mary,59,0.7342
Lydia,Elizabeth,59,0.7342
Lydia,Mrs. Bennet,59,0.7342
Lydia,Kitty,59,0.7342
Lydia,Mr. Bennet,59,0.7342
Lydia,George Wickham,59,0.7342
Mrs. Bennet,Mary,29,0.4179
Mrs. Bennet,Elizabeth,29,0.4179
Mrs. Bennet,Lydia,29,0.4179
Mrs. Bennet,Kitty,29,0.4179
Mrs. Bennet,Jane,29,0.4179
Mrs. Bennet,Mr. Bennet,29,0.4179
Mrs. Bennet,George Wickham,29,0.4179
Lydia,Mary,55,0.8356
Lydia,Elizabeth,55,0.8356
Lydia,Mrs. Bennet,55,0.8356
Lydia,Kitty,55,0.8356
Lydia,Mr. Bennet,55,0.8356
Lydia,George Wickham,55,0.8356
Mrs. Bennet,Mary,7,0.4199
Mrs. Bennet,Elizabeth,7,0.4199
Mrs. Bennet,Lydia,7,0.4199
Mrs. Bennet,Kitty,7,0.4199
Mrs. Bennet,Jane,7,0.4199
Mrs. Bennet,Mr. Bennet,7,0.4199
Mrs. Bennet,George Wickham,7,0.4199
Lydia,Mary,32,-0.0516
Lydia,Elizabeth,32,-0.0516
Lydia,Mrs. Bennet,32,-0.0516
Lydia,Kitty,32,-0.0516
Lydia,Mr. Bennet,32,-0.0516
Lydia,George Wickham,32,-0.0516
Elizabeth,Mary,20,0.0797
Elizabeth,Lydia,20,0.0797
Elizabeth,Mrs. Bennet,20,0.0797
Elizabeth,Kitty,20,0.0797
Elizabeth,Mr. Bennet,20,0.0797
Elizabeth,George Wickham,20,0.0797
Lydia,Elizabeth,36,-0.2411
Lydia,Jane,36,-0.2411
Elizabeth,Jane,13,-0.296
Elizabeth,Lydia,13,-0.296
Lydia,Elizabeth,152,0.4026
Lydia,Jane,152,0.4026
Lydia,Elizabeth,196,-0.4622
Lydia,Jane,196,-0.4622
Elizabeth,Jane,2,0.0
Elizabeth,Lydia,2,0.0
Lydia,Elizabeth,42,0.9378
Lydia,Jane,42,0.9378
Jane,Elizabeth,21,-0.296
Jane,Lydia,21,-0.296
Elizabeth,Jane,8,0.126
Elizabeth,Lydia,8,0.126
Lydia,Elizabeth,18,0.1531
Lydia,Jane,18,0.1531
Elizabeth,Elizabeth,32,0.765
George Wickham,Elizabeth,11,0.0516
Elizabeth,George Wickham,14,-0.7269
George Wickham,Elizabeth,18,0.8225
Elizabeth,George Wickham,6,0.4215
George Wickham,Elizabeth,33,0.4364
George Wickham,Elizabeth,56,0.2484
Elizabeth,George Wickham,3,0.4019
George Wickham,Elizabeth,5,0.0
Elizabeth,George Wickham,27,-0.0258
George Wickham,Elizabeth,1,0.34
George Wickham,Elizabeth,24,0.2263
Elizabeth,George Wickham,23,-0.1531
George Wickham,Elizabeth,20,0.0
Elizabeth,George Wickham,7,0.4019
George Wickham,Elizabeth,5,0.3612
Elizabeth,George Wickham,2,0.0
George Wickham,Elizabeth,38,0.8997
Elizabeth,George Wickham,13,0.0
George Wickham,Elizabeth,8,0.0
Elizabeth,George Wickham,7,0.0
George Wickham,Elizabeth,28,0.8306
Elizabeth,George Wickham,7,0.4215
George Wickham,Elizabeth,72,0.6229
Elizabeth,George Wickham,25,0.0772
George Wickham,Elizabeth,18,0.4019
Elizabeth,George Wickham,42,-0.412
George Wickham,Elizabeth,25,0.0
Elizabeth,George Wickham,29,0.4404
Mrs. Bennet,Mary,9,0.4389
Mrs. Bennet,Elizabeth,9,0.4389
Mrs. Bennet,Lydia,9,0.4389
Mrs. Bennet,Kitty,9,0.4389
Mrs. Bennet,Jane,9,0.4389
Mrs. Bennet,Mr. Bennet,9,0.4389
Mrs. Bennet,George Wickham,9,0.4389
Lydia,Mary,12,0.0
Lydia,Elizabeth,12,0.0
Lydia,Mrs. Bennet,12,0.0
Lydia,Kitty,12,0.0
Lydia,Mr. Bennet,12,0.0
Lydia,George Wickham,12,0.0
Mrs. Bennet,Mary,7,0.4336
Mrs. Bennet,Elizabeth,7,0.4336
Mrs. Bennet,Lydia,7,0.4336
Mrs. Bennet,Kitty,7,0.4336
Mrs. Bennet,Jane,7,0.4336
Mrs. Bennet,Mr. Bennet,7,0.4336
Mrs. Bennet,George Wickham,7,0.4336
Lydia,Mary,29,0.0
Lydia,Elizabeth,29,0.0
Lydia,Mrs. Bennet,29,0.0
Lydia,Kitty,29,0.0
Lydia,Mr. Bennet,29,0.0
Lydia,George Wickham,29,0.0
Mr. Bennet,Mary,39,0.9099
Mr. Bennet,Elizabeth,39,0.9099
Mr. Bennet,Mrs. Bennet,39,0.9099
Mr. Bennet,Kitty,39,0.9099
Mrs. Bennet,Elizabeth,20,0.7706
Elizabeth,Mrs. Bennet,23,0.6908
Mrs. Bennet,Elizabeth,38,-0.1346
Mrs. Bennet,Elizabeth,10,0.4939
Mrs. Bennet,Jane,10,0.4939
Mrs. Bennet,Mrs. Philips,10,0.4939
Mrs. Bennet,Elizabeth,79,0.9485
Mrs. Bennet,Jane,79,0.9485
Mrs. Bennet,Mrs. Philips,79,0.9485
Mrs. Philips,Elizabeth,82,0.4939
Mrs. Philips,Mrs. Bennet,82,0.4939
Jane,Elizabeth,95,-0.3612
Elizabeth,Elizabeth,29,-0.5562
Mrs. Bennet,Mr. Bennet,16,0.3818
Mr. Bennet,Mrs. Bennet,41,-0.3506
Mr. Bennet,Mrs. Bennet,39,-0.34
Mrs. Bennet,Mr. Bennet,57,0.3693
Jane,Elizabeth,65,0.77
Elizabeth,Jane,41,-0.34
Kitty,Elizabeth,11,0.0
Kitty,Mrs. Bennet,11,0.0
Mrs. Bennet,Elizabeth,15,0.5994
Mrs. Bennet,Kitty,15,0.5994
Mrs. Bennet,Jane,15,0.5994
Kitty,Elizabeth,22,0.7088
Kitty,Mrs. Bennet,22,0.7088
Mrs. Bennet,Elizabeth,36,0.4738
Mrs. Bennet,Kitty,36,0.4738
Mrs. Bennet,Jane,36,0.4738
Elizabeth,Elizabeth,27,0.0
Mrs. Bennet,Mr. Darcy,11,0.0
Mrs. Bennet,Elizabeth,11,0.0
Mrs. Bennet,Kitty,11,0.0
Mrs. Bennet,Jane,11,0.0
Mrs. Bennet,Mr. Bingley,11,0.0
Mrs. Bennet,Mr. Darcy,97,-0.6693
Mrs. Bennet,Elizabeth,97,-0.6693
Mrs. Bennet,Kitty,97,-0.6693
Mrs. Bennet,Jane,97,-0.6693
Mrs. Bennet,Mr. Bingley,97,-0.6693
Mrs. Bennet,Mr. Darcy,44,-0.1531
Mrs. Bennet,Elizabeth,44,-0.1531
Mrs. Bennet,Kitty,44,-0.1531
Mrs. Bennet,Jane,44,-0.1531
Mrs. Bennet,Mr. Bingley,44,-0.1531
Mrs. Bennet,Mr. Darcy,95,0.9403
Mrs. Bennet,Elizabeth,95,0.9403
Mrs. Bennet,Kitty,95,0.9403
Mrs. Bennet,Jane,95,0.9403
Mrs. Bennet,Mr. Bingley,95,0.9403
Mrs. Bennet,Mr. Darcy,49,0.8316
Mrs. Bennet,Elizabeth,49,0.8316
Mrs. Bennet,Kitty,49,0.8316
Mrs. Bennet,Jane,49,0.8316
Mrs. Bennet,Mr. Bingley,49,0.8316
Elizabeth,Elizabeth,41,0.6988
Mrs. Bennet,Mr. Darcy,57,0.2551
Mrs. Bennet,Elizabeth,57,0.2551
Mrs. Bennet,Kitty,57,0.2551
Mrs. Bennet,Jane,57,0.2551
Mrs. Bennet,Mr. Bingley,57,0.2551
Elizabeth,Elizabeth,16,-0.5267
Elizabeth,Elizabeth,48,0.2575
Jane,Elizabeth,52,0.9275
Elizabeth,Jane,8,0.5868
Jane,Elizabeth,15,-0.6748
Elizabeth,Jane,19,0.7109
Elizabeth,Elizabeth,15,0.0
Elizabeth,Elizabeth,52,-0.827
Elizabeth,Mr. Darcy,6,0.0
Mr. Darcy,Elizabeth,7,0.4019
Elizabeth,Mr. Darcy,9,0.2885
Mr. Darcy,Elizabeth,16,0.0
Mrs. Bennet,Elizabeth,151,0.9782
Mrs. Bennet,Jane,151,0.9782
Jane,Elizabeth,26,0.8775
Jane,Elizabeth,82,0.9892
Elizabeth,Jane,18,-0.7907
Jane,Elizabeth,10,-0.1759
Elizabeth,Jane,5,0.0
Jane,Elizabeth,15,0.5499
Elizabeth,Jane,40,0.3653
Mrs. Bennet,Mr. Bingley,11,0.7178
Mrs. Bennet,Mr. Bingley,4,0.0
Mrs. Bennet,Elizabeth,40,0.4767
Mrs. Bennet,Sarah,40,0.4767
Mrs. Bennet,Jane,40,0.4767
Jane,Elizabeth,29,0.0
Jane,Mrs. Bennet,29,0.0
Jane,Sarah,29,0.0
Mrs. Bennet,Elizabeth,21,0.5908
Mrs. Bennet,Sarah,21,0.5908
Mrs. Bennet,Jane,21,0.5908
Kitty,Elizabeth,18,0.163
Kitty,Mrs. Bennet,18,0.163
Kitty,Mr. Bingley,18,0.163
Mrs. Bennet,Elizabeth,9,0.0
Mrs. Bennet,Kitty,9,0.0
Mrs. Bennet,Jane,9,0.0
Mrs. Bennet,Mr. Bingley,9,0.0
Mrs. Bennet,Elizabeth,10,0.6705
Mrs. Bennet,Kitty,10,0.6705
Mrs. Bennet,Jane,10,0.6705
Mrs. Bennet,Mr. Bingley,10,0.6705
Mrs. Bennet,Elizabeth,9,0.4404
Mrs. Bennet,Kitty,9,0.4404
Mrs. Bennet,Jane,9,0.4404
Mrs. Bennet,Mr. Bingley,9,0.4404
Mrs. Bennet,Elizabeth,21,0.2263
Mrs. Bennet,Kitty,21,0.2263
Jane,Elizabeth,20,0.6467
Jane,Elizabeth,62,0.9586
Elizabeth,Elizabeth,24,0.8007
Mr. Bingley,Elizabeth,4,0.0
Elizabeth,Mr. Bingley,15,0.0
Mr. Bennet,Mary,11,0.8016
Mr. Bennet,Elizabeth,11,0.8016
Mr. Bennet,Mrs. Bennet,11,0.8016
Mr. Bennet,Kitty,11,0.8016
Mr. Bennet,Mary,68,0.97
Mr. Bennet,Elizabeth,68,0.97
Mr. Bennet,Mrs. Bennet,68,0.97
Mr. Bennet,Kitty,68,0.97
Jane,Mary,15,0.4588
Jane,Elizabeth,15,0.4588
Jane,Mrs. Bennet,15,0.4588
Jane,Kitty,15,0.4588
Jane,Mr. Bennet,15,0.4588
Mrs. Bennet,Mary,110,0.9807
Mrs. Bennet,Elizabeth,110,0.9807
Mrs. Bennet,Kitty,110,0.9807
Mrs. Bennet,Jane,110,0.9807
Mrs. Bennet,Mr. Bennet,110,0.9807
Jane,Elizabeth,27,0.5633
Elizabeth,Jane,11,-0.1154
Jane,Elizabeth,76,0.9701
Elizabeth,Jane,30,-0.126
Jane,Elizabeth,33,0.2116
Elizabeth,Jane,17,0.5418
Jane,Elizabeth,42,0.9093
Elizabeth,Jane,54,0.9373
Lady Catherine De Bourgh,Elizabeth,14,0.5267
Lady Catherine De Bourgh,Mrs. Bennet,14,0.5267
Lady Catherine De Bourgh,Kitty,14,0.5267
Lady Catherine De Bourgh,Elizabeth,9,0.0
Lady Catherine De Bourgh,Mrs. Bennet,9,0.0
Lady Catherine De Bourgh,Kitty,9,0.0
Mrs. Bennet,Elizabeth,40,0.2144
Mrs. Bennet,Lady Catherine De Bourgh,40,0.2144
Lady Catherine De Bourgh,Elizabeth,7,0.0
Lady Catherine De Bourgh,Mrs. Bennet,7,0.0
Lady Catherine De Bourgh,Kitty,7,0.0
Mrs. Bennet,Elizabeth,24,0.4767
Mrs. Bennet,Lady Catherine De Bourgh,24,0.4767
Lady Catherine De Bourgh,Elizabeth,18,-0.4005
Lady Catherine De Bourgh,Mrs. Bennet,18,-0.4005
Lady Catherine De Bourgh,Kitty,18,-0.4005
Mrs. Bennet,Elizabeth,17,0.6705
Mrs. Bennet,Lady Catherine De Bourgh,17,0.6705
Lady Catherine De Bourgh,Elizabeth,10,0.624
Lady Catherine De Bourgh,Mrs. Bennet,10,0.624
Lady Catherine De Bourgh,Kitty,10,0.624
Lady Catherine De Bourgh,Elizabeth,37,0.6486
Lady Catherine De Bourgh,Mrs. Bennet,37,0.6486
Lady Catherine De Bourgh,Kitty,37,0.6486
Mrs. Bennet,Elizabeth,20,0.6705
Mrs. Bennet,Lady Catherine De Bourgh,20,0.6705
Elizabeth,Elizabeth,9,0.3612
Lady Catherine De Bourgh,Elizabeth,28,-0.6249
Elizabeth,Lady Catherine De Bourgh,21,0.296
Lady Catherine De Bourgh,Elizabeth,150,0.8872
Elizabeth,Lady Catherine De Bourgh,25,0.0258
Lady Catherine De Bourgh,Elizabeth,11,-0.3182
Elizabeth,Lady Catherine De Bourgh,25,0.0
Lady Catherine De Bourgh,Elizabeth,29,-0.5158
Elizabeth,Lady Catherine De Bourgh,6,0.0
Lady Catherine De Bourgh,Elizabeth,12,-0.296
Elizabeth,Lady Catherine De Bourgh,22,0.0762
Lady Catherine De Bourgh,Elizabeth,24,0.296
Elizabeth,Lady Catherine De Bourgh,8,0.0
Lady Catherine De Bourgh,Elizabeth,48,-0.1154
Elizabeth,Lady Catherine De Bourgh,12,0.0
Lady Catherine De Bourgh,Elizabeth,38,0.6249
Elizabeth,Lady Catherine De Bourgh,20,-0.3007
Lady Catherine De Bourgh,Elizabeth,34,0.5556
Elizabeth,Lady Catherine De Bourgh,21,-0.296
Lady Catherine De Bourgh,Elizabeth,125,0.9513
Elizabeth,Lady Catherine De Bourgh,96,-0.7943
Lady Catherine De Bourgh,Elizabeth,63,0.7717
Elizabeth,Lady Catherine De Bourgh,33,0.4767
Lady Catherine De Bourgh,Elizabeth,27,-0.4486
Lady Catherine De Bourgh,Elizabeth,50,-0.3612
Elizabeth,Lady Catherine De Bourgh,18,-0.5418
Lady Catherine De Bourgh,Elizabeth,119,0.875
Elizabeth,Lady Catherine De Bourgh,27,0.0
Lady Catherine De Bourgh,Elizabeth,25,0.5394
Elizabeth,Lady Catherine De Bourgh,19,0.0
Lady Catherine De Bourgh,Elizabeth,10,0.4019
Elizabeth,Lady Catherine De Bourgh,3,0.0
Lady Catherine De Bourgh,Elizabeth,12,0.6486
Elizabeth,Lady Catherine De Bourgh,8,0.5423
Lady Catherine De Bourgh,Elizabeth,43,0.7038
Elizabeth,Lady Catherine De Bourgh,148,0.9102
Lady Catherine De Bourgh,Elizabeth,102,-0.4682
Elizabeth,Lady Catherine De Bourgh,24,-0.5106
Lady Catherine De Bourgh,Elizabeth,33,-0.4184
Elizabeth,Lady Catherine De Bourgh,12,0.0
Lady Catherine De Bourgh,Elizabeth,7,0.1779
Elizabeth,Lady Catherine De Bourgh,37,0.4767
Lady Catherine De Bourgh,Elizabeth,41,0.3818
Elizabeth,Lady Catherine De Bourgh,75,-0.7401
Lady Catherine De Bourgh,Elizabeth,52,0.7098
Lady Catherine De Bourgh,Elizabeth,25,-0.8347
Elizabeth,Mrs. Bennet,8,0.0
Mrs. Bennet,Elizabeth,59,0.5837
Elizabeth,Elizabeth,63,0.8041
Mr. Bennet,Elizabeth,12,0.0
Mr. Bennet,Elizabeth,47,0.7841
Mr. Bennet,Elizabeth,35,0.743
Elizabeth,Mr. Bennet,10,0.0
Mr. Bennet,Elizabeth,57,-0.128
Mr. Bennet,Elizabeth,10,0.0
Mr. Bennet,Elizabeth,14,0.0
Mr. Bennet,Elizabeth,70,0.8034
Mr. Bennet,Elizabeth,4,0.0
Elizabeth,Mr. Bennet,5,0.6476
Mr. Bennet,Elizabeth,4,0.0
Mr. Bennet,Elizabeth,74,0.8248
Elizabeth,Mr. Bennet,10,-0.5623
Mr. Bennet,Elizabeth,93,0.3666
Elizabeth,Mr. Darcy,82,0.8694
Mr. Darcy,Elizabeth,34,-0.4336
Elizabeth,Mr. Darcy,69,0.4511
Mr. Darcy,Elizabeth,54,0.3153
Mr. Darcy,Elizabeth,42,0.4939
Mr. Darcy,Elizabeth,44,0.7845
Elizabeth,Mr. Darcy,33,-0.4404
Mr. Darcy,Elizabeth,43,-0.5994
Elizabeth,Mr. Darcy,35,0.8641
Mr. Darcy,Elizabeth,47,0.5608
Mr. Darcy,Elizabeth,31,0.1779
Elizabeth,Mr. Darcy,29,0.8319
Mr. Darcy,Elizabeth,49,0.8159
Elizabeth,Mr. Darcy,28,-0.3117
Mr. Darcy,Elizabeth,75,-0.8823
Elizabeth,Mr. Darcy,42,0.3711
Mr. Darcy,Elizabeth,27,0.2732
Elizabeth,Mr. Darcy,75,-0.1027
Mr. Darcy,Elizabeth,250,0.9909
Elizabeth,Mr. Darcy,8,0.0
Mr. Darcy,Elizabeth,19,0.0
Elizabeth,Mr. Darcy,36,-0.9094
Mr. Darcy,Elizabeth,18,-0.8702
Elizabeth,Mr. Darcy,21,-0.4767
Mr. Darcy,Elizabeth,7,-0.4255
Elizabeth,Mr. Darcy,37,-0.2982
Mr. Darcy,Elizabeth,71,0.1027
Elizabeth,Mr. Darcy,7,0.2263
Mr. Darcy,Elizabeth,14,0.0
Elizabeth,Mr. Darcy,13,0.0
Mr. Darcy,Elizabeth,97,0.5859
Elizabeth,Mr. Darcy,23,0.5994
Mr. Darcy,Elizabeth,26,0.7269
Elizabeth,Mr. Darcy,12,0.34
Mr. Darcy,Elizabeth,104,-0.8734
Jane,Elizabeth,10,0.3818
Jane,Elizabeth,23,-0.2086
Elizabeth,Jane,45,0.882
Jane,Elizabeth,12,-0.4389
Elizabeth,Jane,47,0.5148
Jane,Elizabeth,38,0.9737
Elizabeth,Jane,37,0.8276
Jane,Elizabeth,53,0.9232
Elizabeth,Jane,19,0.4574
Jane,Elizabeth,4,0.0
Elizabeth,Jane,20,0.5859
Jane,Elizabeth,35,0.8161
Elizabeth,Jane,30,0.7469
Jane,Elizabeth,91,0.9249
Mrs. Bennet,Elizabeth,73,0.7529
Mrs. Bennet,Kitty,73,0.7529
Mrs. Bennet,Jane,73,0.7529
Mrs. Bennet,Mr. Bennet,73,0.7529
Mr. Bingley,Mr. Darcy,17,-0.5994
Mr. Bingley,Elizabeth,17,-0.5994
Mr. Bingley,Mrs. Bennet,17,-0.5994
Mr. Bingley,Kitty,17,-0.5994
Mr. Bingley,Mr. Bennet,17,-0.5994
Mrs. Bennet,Mr. Darcy,29,0.4215
Mrs. Bennet,Elizabeth,29,0.4215
Mrs. Bennet,Kitty,29,0.4215
Mrs. Bennet,Jane,29,0.4215
Mrs. Bennet,Mr. Bingley,29,0.4215
Mrs. Bennet,Mr. Bennet,29,0.4215
Mr. Bingley,Mr. Darcy,22,0.5642
Mr. Bingley,Elizabeth,22,0.5642
Mr. Bingley,Mrs. Bennet,22,0.5642
Mr. Bingley,Kitty,22,0.5642
Mr. Bingley,Mr. Bennet,22,0.5642
Mrs. Bennet,Elizabeth,55,-0.6538
Mr. Darcy,Elizabeth,10,0.0
Mr. Bennet,Elizabeth,22,0.7585
Mr. Bennet,Elizabeth,34,0.8955
Elizabeth,Mr. Bennet,11,-0.0516
Mr. Bennet,Elizabeth,25,0.6297
Elizabeth,Mr. Bennet,40,0.9466
Mr. Bennet,Elizabeth,127,0.9803
Mr. Bennet,Elizabeth,31,0.6258
Mr. Bennet,Elizabeth,93,0.6615
Mr. Bennet,Elizabeth,18,0.0
Mrs. Bennet,Elizabeth,110,0.9944
Mrs. Bennet,Elizabeth,57,0.9749
Mr. Bennet,Elizabeth,25,0.8109
Elizabeth,Mr. Darcy,28,0.3527
Mr. Darcy,Elizabeth,36,0.0
Elizabeth,Mr. Darcy,47,0.1719
Mr. Darcy,Elizabeth,8,0.3818
Elizabeth,Mr. Darcy,143,0.4424
Mr. Darcy,Elizabeth,16,0.2023
Elizabeth,Mr. Darcy,107,0.4433
Mr. Darcy,Elizabeth,11,-0.25
Elizabeth,Mr. Darcy,4,-0.5023
Mr. Darcy,Elizabeth,4,0.0
Elizabeth,Mr. Darcy,12,0.0
Mr. Darcy,Elizabeth,7,0.0
Elizabeth,Mr. Darcy,99,0.968
Mr. Darcy,Elizabeth,72,0.9751
Elizabeth,Mr. Darcy,49,-0.2452
Mr. Darcy,Elizabeth,58,0.7964
Elizabeth,Mr. Darcy,15,0.4939
Mr. Darcy,Elizabeth,31,0.336
Elizabeth,Mr. Darcy,40,0.6921
